Ref_DOI_number,Perovskite_composition_short_form,Perovskite_composition_long_form,EQE_integrated_Jsc,JV_default_Voc,JV_default_Jsc,Perovskite_band_gap
10.1039/c6ee02687g,MAPbI,MAPbI3,20.3,1.03,21.3,1.57
10.1002/aenm.201703519,MAPbI,MAPbI3,20.29,1.07,21.23,1.5
10.1002/aenm.201703519,MAPbI,MAPbI3,20.29,1.043,20.8,1.5
10.1039/c6sc01478j,MAPbI,MAPbI3,20.29,1.07,20.42,1.6
10.1039/c7tc00597k,MAPbI,MAPbI3,20.29,0.96,20.66,1.6
10.1016/j.orgel.2018.05.045,MAPbI,MAPbI3,20.27,1.07,21.15,1.6
10.1016/j.jpowsour.2018.04.008,MAPbI,MAPbI3,20.27,1.08,20.69,1.625
10.1039/c8tc02766h,MAPbI,MAPbI3,20.27,1.01,21.4,1.6
10.1016/j.nanoen.2019.05.072,MAPbI,MAPbI3,20.263,1.1,20.89,1.63
10.1016/j.jcis.2018.04.019,MAPbI,MAPbI3,20.26,1.01,22.17,1.55
10.1016/j.jssc.2019.05.027,MAPbI,MAPbI3,20.25,0.94,22.61,1.6
10.1039/c7nr05695h,MAPbI,MAPbI3,20.25,0.983,21.59,1.5
10.1002/solr.201700141,MAPbI,MAPbI3,20.24,0.94,20.24,1.6
10.1002/adfm.201800110,MAPbI,MAPbI3,20.23,1.083,21.51,1.6
10.1016/j.solener.2017.08.011,MAPbI,MAPbI3,20.23,1.05,23.24,1.6
10.1016/j.solener.2017.08.011,MAPbI,MAPbI3,20.23,1.05,23.24,1.6
10.1021/acsami.7b09146,MAPbI,MAPbI3,20.23,1.04,20.17,1.6
10.1002/advs.201700018,MAPbI,MAPbI3,20.23,1.08,21.7,1.61
10.1002/adma.201600446,MAPbI,MAPbI3,20.23,1.0,20.55,1.6
10.1002/chem.201502741,MAPbI,MAPbI3,20.22,0.92,21.24,1.6
10.1039/c5ta01824b,MAPbI,MAPbI3,20.22,1.0,22.27,1.6
10.1002/cssc.201700635,MAPbI,MAPbI3,20.21,1.024,23.19,1.55
10.1039/c7ta08038g,MAPbI,MAPbI3,20.21,1.02,22.725,1.6
10.1002/cssc.201700635,MAPbI,MAPbI3,20.21,1.02,22.725,1.55
10.1007/s10853-018-2752-z,MAPbI,MAPbI3,20.21,1.09,20.56,1.6
10.1039/c9ta01278h,MAPbI,MAPbI3,20.21,1.04,23.0,1.6
10.1021/jacs.8b13423,MAPbI,MAPbI3,20.21,1.096,20.5,1.55
10.1021/jacs.8b13423,MAPbI,MAPbI3,20.21,1.084,20.4,1.55
10.1021/acssuschemeng.6b03089,MAPbI,MAPbI3,20.21,0.96,20.31,1.6
10.1016/j.solmat.2018.11.006,MAPbI,MAPbI3,20.2,0.97,21.7,1.6
10.1016/j.ceramint.2019.03.159,MAPbI,MAPbI3,20.2,1.1,19.7,1.6
10.1246/cl.180616,MAPbI,MAPbI3,20.2,1.12,20.3,1.6
10.1002/solr.201900191,MAPbI,MAPbI3,20.2,0.105,17.9,1.6
10.1088/1361-6463/ab938c,MAPbI,MAPbI3,20.2,1.01,21.3,
10.1002/aenm.201502021,MAPbI,MAPbI3,20.2,0.99,20.8,1.6
10.1002/cssc.201800625,MAPbI,MAPbI3,20.2,1.04,22.48,1.6
10.1016/j.jpowsour.2019.226819,MAPbI,MAPbI3,20.2,1.09,20.6,1.6
10.1021/acsami.7b12973,MAPbI,MAPbI3,20.2,1.06,20.4,1.5
10.1038/s41467-018-06317-8,MAPbI,MAPbI3,20.2,1.09,22.2,1.6
10.1016/j.ceramint.2019.03.159,MAPbI,MAPbI3,20.2,1.1,19.7,1.6
10.1039/c6ta09314k,MAPbI,MAPbI3,20.2,0.978,19.8,1.6
10.1038/s41467-017-02039-5,MAPbI,MAPbI3,20.2,1.07,20.7,1.6
10.1088/2053-1591/ab221b,MAPbI,MAPbI3,20.2,1.0,20.78,1.58
10.1039/c8ee01831f,MAPbI,MAPbI3,20.2,1.08,20.1,1.6
10.1021/acs.jpcc.6b05406,MAPbI,MAPbI3,20.2,0.948,19.16,1.6
10.1002/anie.201904195,MAPbI,MAPbI3,20.2,1.025,20.9,1.6
10.1021/acsami.9b05101,MAPbI,MAPbI3,20.2,1.09,21.25,1.6
10.1021/acsami.7b10022,MAPbI,MAPbI3,20.2,0.97,21.78,1.6
10.1021/acssuschemeng.8b00314,MAPbI,MAPbI3,20.2,0.92,20.89,1.6
10.1007/s12274-016-1054-5,MAPbI,MAPbI3,20.2,1.01,21.4,1.6
10.1039/c6ta07004c,MAPbI,MAPbI3,20.2,1.07,20.3,1.6
10.1002/solr.201900565,MAPbI,MAPbI3,20.2,1.06,21.26,1.6
10.1039/c8ta12140k,MAPbI,MAPbI3,20.2,1.06,23.14,1.6
10.1039/c6tc03624d,MAPbI,MAPbI3,20.2,1.01,20.02,1.6
10.1002/solr.202000288,MAPbI,MAPbI3,20.2,0.88,23.1,
10.1039/c8ta06730a,MAPbI,MAPbI3,20.19,1.0759999999999998,22.14,1.6
10.1016/j.orgel.2019.04.035,MAPbI,MAPbI3,20.18,0.98,21.2,
10.1002/adma.201702157,MAPbI,MAPbI3,20.18,1.069,21.0,1.6
10.1002/adma.201500465,MAPbI,MAPbI3,20.17,1.04,22.12,1.6
10.1016/j.solmat.2017.01.040,MAPbI,MAPbI3,20.17,0.96,21.93,1.6
10.1039/c8ta06689b,MAPbI,MAPbI3,20.16,,,1.6
10.1039/c8ta06689b,MAPbI,MAPbI3,20.16,1.12,20.51,1.6
10.1002/adfm.201803126,MAPbI,MAPbI3,20.15,1.028,20.71,1.6
10.1002/adma.201606656,MAPbI,MAPbI3,20.142,1.11,20.9,1.6
10.1039/c7ee02685d,MAPbI,MAPbI3,20.14,1.08,22.31,1.62
10.1021/acs.jpclett.6b02843,MAPbI,MAPbI3,20.13,1.014,20.56,1.6
10.1039/c7ra07475a,MAPbI,MAPbI3,20.13,0.86,20.97,1.6
10.1002/adfm.201900964,MAPbI,MAPbI3,20.13,1.04,21.36,1.6
10.1002/ente.201800939,MAPbI,MAPbI3,20.12,1.02,22.22,1.6
10.1021/acsaem.9b00859,MAPbI,MAPbI3,20.11,0.99,22.76,1.6
10.1021/acsanm.8b01371,MAPbI,MAPbI3,20.11,1.06,20.17,1.6
10.1039/c9ta06439g,MAPbI,MAPbI3,20.11,1.072,21.98,1.6
10.1021/acsami.8b02987,MAPbI,MAPbI3,20.11,1.1,20.02,1.6
10.1016/j.electacta.2016.09.138,MAPbI,MAPbI3,20.1,1.05,21.4,1.6
10.1039/c5ta09520d,MAPbI,MAPbI3,20.1,1.13,20.1,1.6
10.1039/c6ta09314k,MAPbI,MAPbI3,20.1,0.958,20.6,1.6
10.1016/j.materresbull.2018.12.013,MAPbI,MAPbI3,20.1,0.98,21.9,1.57
10.1021/acsami.6b01558,MAPbI,MAPbI3,20.1,1.06,20.72,1.6
10.1016/j.dyepig.2018.12.010,MAPbI,MAPbI3,20.1,1.11,21.1,1.6
10.1016/j.jpowsour.2016.02.010,MAPbI,MAPbI3,20.1,1.05,20.1,1.6
10.1016/j.mtener.2018.05.017,MAPbI,MAPbI3,20.1,1.03,20.5,1.6
10.1016/j.nanoen.2019.06.021,MAPbI,MAPbI3,20.1,1.05,21.78,1.6
10.1021/acsaem.8b00293,MAPbI,MAPbI3,20.1,1.15,21.74,1.6
10.1002/solr.201900164,MAPbI,MAPbI3,20.1,1.02,21.96,1.6
10.1021/acsnano.8b05514,MAPbI,MAPbI3,20.1,1.06,21.49,1.6
10.1021/acssuschemeng.8b05139,MAPbI,MAPbI3,20.1,1.031,21.687,1.6
10.1002/cplu.201700471,MAPbI,MAPbI3,20.1,1.1,21.55,1.6
10.1002/aenm.201502087,MAPbI,MAPbI3,20.1,1.04,21.27,1.6
10.1016/j.apsusc.2018.04.058,MAPbI,MAPbI3,20.1,1.04,20.48,1.6
10.1016/j.apsusc.2018.04.058,MAPbI,MAPbI3,20.1,1.03,19.8,1.6
10.1002/anie.201904195,MAPbI,MAPbI3,20.1,1.023,21.3,1.6
10.1038/s41598-019-51273-y,MAPbI,MAPbI3,20.1,1.03,20.74,1.6
10.1021/jacs.6b06291,MAPbI,MAPbI3,20.1,1.04,20.84,1.6
10.1021/jacs.9b08424,MAPbI,MAPbI3,20.1,0.96,21.5,1.6
10.1039/c7ee02685d,MAPbI,MAPbI3,20.09,1.05,23.16,1.62
10.1002/solr.201900565,MAPbI,MAPbI3,20.09,1.03,21.05,1.6
10.1002/aenm.201602120,MAPbI,MAPbI3,20.09,0.836,20.55,1.6
10.1039/c7ta01636k,MAPbI,MAPbI3,20.08,1.12,22.71,1.6
10.1002/adfm.201800110,MAPbI,MAPbI3,20.08,1.081,21.46,1.6
10.1007/s11426-016-0085-y,MAPbI,MAPbI3,20.08,0.88,20.11,1.6
10.1039/c9ta06875a,MAPbI,MAPbI3,20.08,1.07,20.44,1.6
10.1016/j.jssc.2019.05.027,MAPbI,MAPbI3,20.08,0.93,22.56,1.6
10.1016/j.cej.2019.123976,MAPbI,MAPbI3,20.07,1.007,21.11,1.6
10.1007/s10008-018-4066-0,MAPbI,MAPbI3,20.07,1.12,21.74,1.6
10.1021/acs.jpclett.6b02843,MAPbI,MAPbI3,20.07,0.988,20.45,1.6
10.1002/adfm.201706276,MAPbI,MAPbI3,20.07,1.111,21.67,1.6
10.1016/j.nanoen.2019.103865,MAPbI,MAPbI3,20.061,1.1,21.43,1.6
10.1039/c8ta07617k,MAPbI,MAPbI3,20.05,1.16,21.21,1.6
10.1039/c7ee03275g,MAPbI,MAPbI3,20.05,1.06,21.04,1.6
10.1016/j.solmat.2017.12.015,MAPbI,MAPbI3,20.05,0.95,20.19,1.6
10.1039/c8ta09724k,MAPbI,MAPbI3,20.05,1.03,22.38,1.6
10.1039/c8ta02071j,MAPbI,MAPbI3,20.05,1.09,22.21,1.6
10.1002/ente.201800939,MAPbI,MAPbI3,20.04,1.03,21.02,1.6
10.1002/cssc.201700635,MAPbI,MAPbI3,20.04,1.033,21.87,1.55
10.1038/NENERGY.2015.16,MAPbI,MAPbI3,20.04,0.995,20.4,1.6
10.1021/acsami.8b18402,MAPbI,MAPbI3,20.03,1.028,21.15,1.6
10.1039/c9tc00331b,MAPbI,MAPbI3,20.03,1.04,21.21,1.6
10.1002/solr.201900061,MAPbI,MAPbI3,20.03,1.013,21.06,1.6
10.1016/j.mssp.2019.104671,MAPbI,MAPbI3,20.03,1.02,21.39,1.58
10.1063/1.5120307,MAPbI,MAPbI3,20.03,0.91,20.03,1.6
10.1039/c5nr08344c,MAPbI,MAPbI3,20.02,0.96,20.66,1.6
10.1039/c8ra08940j,MAPbI,MAPbI3,20.01,1.06,21.0,1.6
10.1039/c9nj02074h,MAPbI,MAPbI3,20.01,0.96,21.07,1.6
10.1002/aenm.201800438,MAPbI,MAPbI3,20.01,1.09,20.95,1.6
10.1016/j.nanoen.2017.11.003,MAPbI,MAPbI3,20.01,0.899,21.03,1.6
10.1007/s12274-017-1896-5,MAPbI,MAPbI3,20.0,,,1.6
10.1021/acsami.8b02035,MAPbI,MAPbI3,20.0,0.94,20.5,1.6
10.1007/s12274-017-1896-5,MAPbI,MAPbI3,20.0,1.036,20.7,1.6
10.1016/j.orgel.2019.03.047,MAPbI,MAPbI3,20.0,1.03,19.83,1.6
10.1002/adfm.201803126,MAPbI,MAPbI3,20.0,1.027,20.56,1.6
10.1021/acsami.8b02035,MAPbI,MAPbI3,20.0,0.94,20.5,1.6
10.1016/j.jpowsour.2016.08.102,MAPbI,MAPbI3,20.0,1.09,19.9,1.6
10.1016/j.solener.2017.07.039,MAPbI,MAPbI3,20.0,,,1.56
10.1016/j.solener.2017.07.039,MAPbI,MAPbI3,20.0,1.06,20.34,1.56
10.1039/c5ta07983g,MAPbI,MAPbI3,20.0,0.98,20.5,1.6
10.1002/anie.201604399,MAPbI,MAPbI3,20.0,1.08,20.73,1.6
10.1016/j.tsf.2017.07.019,MAPbI,MAPbI3,20.0,1.01,20.5,1.59
10.1016/j.electacta.2018.03.158,MAPbI,MAPbI3,20.0,0.96,22.5,1.6
10.1002/ente.201700422,MAPbI,MAPbI3,20.0,1.04,19.9,1.3
10.1002/solr.201800027,MAPbI,MAPbI3,20.0,1.04,21.07,1.6
10.1016/j.orgel.2018.06.049,MAPbI,MAPbI3,20.0,0.9,22.47,1.6
10.1039/c5mh00154d,MAPbI,MAPbI3,20.0,0.952,21.6,1.6
10.1039/c6tc05081f,MAPbI,MAPbI3,20.0,1.03,20.3,1.55
10.1039/c6ee01969b,MAPbI,MAPbI3,20.0,1.1,22.4,1.6
10.1016/j.electacta.2019.134924,MAPbI,MAPbI3,20.0,1.06,21.08,1.6
10.1016/j.electacta.2019.134924,MAPbI,MAPbI3,20.0,1.06,21.08,1.6
10.1016/j.electacta.2019.134924,MAPbI,MAPbI3,20.0,1.06,21.08,1.6
10.1021/acssuschemeng.8b04078,MAPbI,MAPbI3,20.0,1.02,20.8,1.6
10.1002/ente.201500421,MAPbI,MAPbI3,20.0,0.98,18.28,1.6
10.1002/admi.201801976,MAPbI,MAPbI3,20.0,0.89,20.85,1.6
10.1039/c7se00200a,MAPbI,MAPbI3,20.0,1.03,20.8,1.6
10.1016/j.jechem.2018.03.017,MAPbI,MAPbI3,20.0,1.0,22.68,1.55
10.1039/c5ta09520d,MAPbI,MAPbI3,20.0,1.09,20.1,1.6
10.1039/c7nr03265j,MAPbI,MAPbI3,20.0,0.91,20.3,1.55
10.1039/c6ta09174a,MAPbI,MAPbI3,20.0,0.9,20.6,1.6
10.1039/c6ta09174a,MAPbI,MAPbI3,20.0,0.94,21.0,1.6
10.1039/c7nr00372b,MAPbI,MAPbI3,20.0,0.97,22.38,1.6
10.1002/adfm.201601119,MAPbI,MAPbI3,20.0,0.95,20.96,1.6
10.1021/acs.jpcc.6b05406,MAPbI,MAPbI3,20.0,0.962,19.99,1.6
10.1039/c7ta05012g,MAPbI,MAPbI3,20.0,1.1,21.95,1.6
10.1021/acs.jpcc.8b07124,MAPbI,MAPbI3,20.0,1.018,21.9,1.6
10.1126/science.aad1015,MAPbI,MAPbI3,20.0,1.083,20.4,1.6
10.1126/science.aad1015,MAPbI,MAPbI3,20.0,1.08,20.399,1.6
10.1126/science.aad1015,MAPbI,MAPbI3,20.0,1.084,20.431,1.6
10.1126/science.aad1015,MAPbI,MAPbI3,20.0,1.083,20.411,1.6
10.1126/science.aad1015,MAPbI,MAPbI3,20.0,1.085,20.418,1.6
10.1021/nl500627x,MAPbI,MAPbI3,20.0,1.06,23.38,1.6
10.1016/j.orgel.2017.08.001,MAPbI,MAPbI3,20.0,0.8140000000000001,23.8,1.6
10.1039/c7tc03984k,MAPbI,MAPbI3,20.0,1.08,20.06,1.6
10.1039/c9ta08081c,MAPbI,MAPbI3,20.0,1.08,21.33,1.6
10.1039/c7ta05674e,MAPbI,MAPbI3,20.0,0.845,21.2,1.6
10.1039/c6ta09174a,MAPbI,MAPbI3,20.0,0.94,21.6,1.6
10.1016/j.solmat.2018.08.020,MAPbI,MAPbI3,20.0,1.02,22.82,1.6
10.1109/JPHOTOV.2018.2877022,MAPbI,MAPbI3,20.0,1.08,22.19,1.6
10.1038/ncomms11105,MAPbI,MAPbI3,20.0,0.956,21.1,1.6
10.1002/aenm.201702960,MAPbI,MAPbI3,20.0,1.078,21.67,1.6
10.1039/c8ta00948a,MAPbI,MAPbI3,20.0,1.08,20.89,1.55
10.1002/adma.201604984,MAPbI,MAPbI3,20.0,1.12,21.8,1.6
10.1016/j.jpowsour.2017.06.013,MAPbI,MAPbI3,20.0,0.82,21.5,1.6
10.1021/jz502720a,MAPbI,MAPbI3,20.0,1.04,21.7,1.6
10.1021/acsami.7b17781,MAPbI,MAPbI3,20.0,1.07,19.2,1.6
10.1021/acsami.7b11795,MAPbI,MAPbI3,20.0,1.029,23.87,1.6
10.1002/adfm.201801508,MAPbI,MAPbI3,20.0,0.93,20.7,1.6
10.1021/acsaem.8b01263,MAPbI,MAPbI3,20.0,1.078,20.65,1.6
10.1016/j.nanoen.2016.07.026,MAPbI,MAPbI3,20.0,1.047,20.27,1.6
10.1007/s12274-016-1054-5,MAPbI,MAPbI3,20.0,1.01,21.1,1.6
10.1021/acsami.8b12463,MAPbI,MAPbI3,20.0,0.83,21.94,1.6
10.1021/acssuschemeng.8b02500,MAPbI,MAPbI3,20.0,1.06,21.29,1.6
10.1016/j.carbon.2017.10.015,MAPbI,MAPbI3,20.0,0.89,22.2,1.7
10.1021/acsami.8b01683,MAPbI,MAPbI3,20.0,1.02,20.7,1.6
10.1021/acsami.8b08888,MAPbI,MAPbI3,20.0,1.05,22.32,1.56
10.1002/adfm.201806740,MAPbI,MAPbI3,20.0,0.94,20.4,1.6
10.1039/c5ta01730k,MAPbI,MAPbI3,20.0,1.05,22.63,1.6
10.1016/j.solener.2017.01.019,MAPbI,MAPbI3,20.0,0.945,20.7,1.6
10.1016/j.jpowsour.2018.11.013,MAPbI,MAPbI3,20.0,1.07,20.6,1.6
10.1016/j.jpowsour.2019.02.017,MAPbI,MAPbI3,19.98,1.1,20.6,1.5
10.1039/c8ta06730a,MAPbI,MAPbI3,19.97,1.048,21.07,1.6
10.1021/acs.jpclett.6b02843,MAPbI,MAPbI3,19.96,1.007,19.96,1.6
10.1039/c8ta00161h,MAPbI,MAPbI3,19.96,1.08,21.75,1.6
10.3390/nano9070932,FAMAPbI,FAMAPbI3,19.95,0.96,21.6,
10.1039/c5nr01864a,MAPbI,MAPbI3,19.95,0.96,20.06,1.6
10.1039/c6ta05053k,MAPbI,MAPbI3,19.94,0.96,20.73,1.5
10.1002/aenm.201500568,MAPbI,MAPbI3,19.94,0.87,15.0,1.6
10.1002/solr.201900061,MAPbI,MAPbI3,19.93,0.977,20.82,1.6
10.1021/acsami.8b18530,MAPbI,MAPbI3,19.93,0.95,20.92,1.6
10.1063/1.5032764,MAPbI,MAPbI3,19.93,0.95,20.1,1.6
10.1002/aenm.201800438,MAPbI,MAPbI3,19.92,1.08,21.03,1.6
10.1109/JPHOMV.2018.2877002,MAPbI,MAPbI3,19.91,1.097,21.4,1.6
10.1016/j.jpowsour.2017.11.070,MAPbI,MAPbI3,19.91,1.065,20.45,1.56
10.1002/adma.201606656,MAPbI,MAPbI3,19.905,1.164,20.5,1.6
10.1021/acs.inorgchem.8b01030,MAPbI,MAPbI3,19.9,1.02,19.8,1.6
10.1002/cssc.201800610,MAPbI,MAPbI3,19.9,1.06,20.35,1.6
10.1016/j.orgel.2018.05.045,MAPbI,MAPbI3,19.9,1.02,19.98,1.6
10.1016/j.matlet.2018.02.106,MAPbI,MAPbI3,19.9,0.969,21.9,1.59
10.1016/j.jpowsour.2017.03.144,MAPbI,MAPbI3,19.9,1.073,19.85,1.6
10.1002/solr.201900104,MAPbI,MAPbI3,19.9,1.07,21.6,1.6
10.1021/acsnano.8b05514,MAPbI,MAPbI3,19.9,1.07,22.49,1.6
10.1007/s10853-019-03768-2,MAPbI,MAPbI3,19.9,1.0,22.1,1.6
10.1039/c5nr09045h,MAPbI,MAPbI3,19.9,0.946,20.6,1.6
10.1007/s10854-019-01090-w,MAPbI,MAPbI3,19.9,0.92,20.28,1.6
10.1039/c6ee01987k,MAPbI,MAPbI3,19.9,1.06,21.0,1.6
10.1016/j.cej.2017.07.160,MAPbI,MAPbI3,19.9,1.02,20.1,1.6
10.1002/pssr.201510386,MAPbI,MAPbI3,19.9,0.998,20.4,1.59
10.1016/j.dyepig.2019.107630,MAPbI,MAPbI3,19.9,1.06,20.69,1.6
10.1002/adfm.201706777,MAPbI,MAPbI3,19.9,0.88,20.76,1.6
10.1016/j.solener.2019.07.088,MAPbI,MAPbI3,19.9,0.89,20.8,1.6
10.1088/1361-6528/aaa054,MAPbI,MAPbI3,19.89,1.05,19.94,1.57
10.1021/acs.jpclett.6b02843,MAPbI,MAPbI3,19.89,0.97,20.31,1.6
10.1016/j.jallcom.2020.156329,MAPbI,MAPbI3,19.89,0.953,20.02,1.61
10.1016/j.electacta.2018.04.123,MAPbI,MAPbI3,19.88,1.04,21.53,
10.1039/c7nr02674a,MAPbI,MAPbI3,19.88,1.107,20.56,1.6
10.1021/acsami.7b15195,MAPbI,MAPbI3,19.88,0.926,20.79,1.6
10.1016/j.solener.2018.10.036,MAPbI,MAPbI3,19.88,1.05,22.01,1.6
10.1002/aenm.201602017,MAPbI,MAPbI3,19.88,1.02,20.86,1.6
10.1021/acs.nanolett.7b00200,MAPbI,MAPbI3,19.88,0.9,21.38,1.6
10.1016/j.solener.2018.10.036,MAPbI,MAPbI3,19.88,1.05,22.01,1.6
10.1021/acsaem.8b01221,MAPbI,MAPbI3,19.87,1.02,20.54,1.6
10.1016/j.mtchem.2016.12.003,MAPbI,MAPbI3,19.87,0.997,21.41,1.55
10.1016/j.mtchem.2016.12.003,MAPbI,MAPbI3,19.87,0.988,21.93,1.55
10.1016/j.jpowsour.2019.02.017,MAPbI,MAPbI3,19.87,1.1,20.6,1.5
10.1039/c7ee02685d,MAPbI,MAPbI3,19.86,1.09,23.18,1.62
10.1002/ente.201800939,MAPbI,MAPbI3,19.86,0.94,20.71,1.6
10.1039/c7tc05252a,MAPbI,MAPbI3,19.86,0.98,20.66,1.6
10.1021/acsami.8b02987,MAPbI,MAPbI3,19.85,1.1,19.91,1.6
10.1002/aenm.201800438,MAPbI,MAPbI3,19.85,1.08,20.56,1.6
10.1021/acsanm.8b01371,MAPbI,MAPbI3,19.85,1.04,19.78,1.6
10.1039/c9sc01697j,MAPbI,MAPbI3,19.85,1.01,20.76,1.6
10.1002/ente.201600517,MAPbI,MAPbI3,19.85,0.956,20.23,1.6
10.1016/j.jpowsour.2019.02.017,MAPbI,MAPbI3,19.85,1.1,20.6,1.5
10.1021/acsami.9b18217,MAPbI,MAPbI3,19.84,1.052,22.98,1.63
10.1016/j.solener.2019.02.056,MAPbI,MAPbI3,19.84,0.98,22.15,1.5
10.1016/j.jpowsour.2018.04.008,MAPbI,MAPbI3,19.83,1.02,20.19,1.6
10.1021/acsami.7b18745,MAPbI,MAPbI3,19.83,1.097,20.43,1.6
10.1002/admi.201900939,MAPbI,MAPbI3,19.83,0.973,20.15,1.6
10.1039/c8ta10975c,MAPbI,MAPbI3,19.82,1.033,20.86,1.6
10.1016/j.jpowsour.2018.05.091,MAPbI,MAPbI3,19.82,1.073,21.28,1.6
10.1021/acs.jpcc.9b02621,MAPbI,MAPbI3,19.8,1.074,21.54,1.59
10.1021/acs.chemmater.5b00001,MAPbI,MAPbI3,19.8,0.922,19.6,1.51
10.1039/c6ta09036b,MAPbI,MAPbI3,19.8,0.841,20.43,1.6
10.1016/j.orgel.2019.01.040,MAPbI,MAPbI3,19.8,0.85,20.2,1.6
10.1007/s10853-018-2752-z,MAPbI,MAPbI3,19.8,1.067,20.21,1.6
10.1039/c6ta08526a,MAPbI,MAPbI3,19.8,0.86,21.23,1.6
10.1002/cssc.201701262,MAPbI,MAPbI3,19.8,1.07,19.6,1.6
10.1021/acsami.5b04563,MAPbI,MAPbI3,19.8,1.06,20.7,1.6
10.1021/acssuschemeng.8b00314,MAPbI,MAPbI3,19.8,0.87,20.54,1.6
10.1039/c5ee00645g,MAPbI,MAPbI3,19.8,1.03,20.6,1.6
10.1039/c8ta06730a,MAPbI,MAPbI3,19.8,1.022,20.6,1.6
10.1002/aenm.201502021,MAPbI,MAPbI3,19.8,1.07,20.4,1.6
10.1021/acsami.5b06171,MAPbI,MAPbI3,19.8,0.93,22.0,1.6
10.1039/d0nr01142h,MAPbI,MAPbI3,19.8,1.09,21.66,1.609
10.1039/c7ta00183e,MAPbI,MAPbI3,19.8,1.05,21.3,1.608
10.1149/2.0161706jss,MAPbI,MAPbI3,19.8,0.875,7.12,1.56
10.1039/c8tc02923g,MAPbI,MAPbI3,19.8,1.054,21.84,1.6
10.1002/adfm.201703068,MAPbI,MAPbI3,19.8,0.97,20.6,1.6
10.1149/2.0161706jss,MAPbI,MAPbI3,19.8,0.973,19.7,1.56
10.1016/j.nanoen.2019.104018,MAPbI,MAPbI3,19.8,0.93,20.9,1.6
10.1016/j.nanoen.2018.01.017,MAPbI,MAPbI3,19.8,1.06,16.5,1.55
10.1021/acssuschemeng.7b03382,MAPbI,MAPbI3,19.8,0.95,19.82,1.6
10.1016/j.mtener.2019.01.002,MAPbI,MAPbI3,19.8,1.01,22.6,1.6
10.1039/c7se00080d,MAPbI,MAPbI3,19.8,1.115,22.523000000000003,1.6
10.1149/2.0161706jss,MAPbI,MAPbI3,19.8,0.984,21.1,1.56
10.1002/adma.201504168,MAPbI,MAPbI3,19.8,1.111,20.57,1.6
10.1039/c5nr05042a,MAPbI,MAPbI3,19.8,1.04,19.97,1.6
10.1039/c8tc02923g,MAPbI,MAPbI3,19.8,1.042,20.63,1.6
10.1016/j.jpowsour.2015.03.152,MAPbI,MAPbI3,19.8,0.87,20.47,1.6
10.1039/c6ee01987k,MAPbI,MAPbI3,19.8,1.07,20.6,1.6
10.1021/acsami.9b15320,MAPbI,MAPbI3,19.79,1.02,20.62,1.6
10.1021/acsami.0c02837,MAPbI,MAPbI3,19.79,1.09,20.21,
10.1002/ente.201600517,MAPbI,MAPbI3,19.78,1.018,20.84,1.6
10.1109/JPHOTOV.2015.2455345,MAPbI,MAPbI3,19.77,0.85,21.41,1.6
10.1039/c8ta06730a,MAPbI,MAPbI3,19.77,1.018,20.8,1.6
10.1021/acs.chemmater.6b02583,MAPbI,MAPbI3,19.76,1.05,21.46,1.6
10.1016/j.orgel.2019.04.035,MAPbI,MAPbI3,19.76,0.99,20.9,
10.1039/c9ta00118b,MAPbI,MAPbI3,19.76,1.03,19.87,1.6
10.1016/j.jechem.2019.03.023,MAPbI,MAPbI3,19.752,1.113,20.031,1.5
10.1016/j.jssc.2019.05.027,MAPbI,MAPbI3,19.75,0.92,21.34,1.6
10.1021/acs.jpclett.6b02843,MAPbI,MAPbI3,19.75,0.963,20.17,1.6
10.1002/aenm.201501606,MAPbI,MAPbI3,19.75,,20.5,1.6
10.1016/j.nanoen.2019.05.072,MAPbI,MAPbI3,19.73,1.09,20.41,1.63
10.1016/j.jechem.2015.10.003,MAPbI,MAPbI3,19.73,0.88,21.86,1.6
10.1039/c6cc00522e,MAPbI,MAPbI3,19.72,1.02,18.3,1.6
10.1039/c8ra03119c,MAPbI,MAPbI3,19.72,1.02,20.01,1.6
10.1021/acsnano.9b07594,MAPbI,MAPbI3,19.71,1.15,20.7,
10.1038/ncomms8348,MAPbI,MAPbI3,19.71,0.89,20.1,1.6
10.1021/acsnano.9b07594,MAPbI,MAPbI3,19.71,1.12,19.9,
10.1039/c4nr04007d,MAPbI,MAPbI3,19.7,1.02,20.59,1.6
10.1002/adma.201504293,MAPbI,MAPbI3,19.7,1.05,21.2,1.6
10.1039/c7ta09304g,MAPbI,MAPbI3,19.7,1.05,24.08,1.6
10.1246/cl.180616,MAPbI,MAPbI3,19.7,1.12,19.7,1.6
10.1016/j.orgel.2019.01.040,MAPbI,MAPbI3,19.7,1.02,19.9,1.6
10.1038/s41598-019-51273-y,MAPbI,MAPbI3,19.7,1.02,19.67,1.6
10.1021/acs.nanolett.7b00847,MAPbI,MAPbI3,19.7,1.05,19.6,1.59
10.1039/c8ee00162f,MAPbI,MAPbI3,19.7,1.08,20.7,1.6
10.1002/solr.201900164,MAPbI,MAPbI3,19.7,1.02,20.65,1.6
10.1246/cl.180219,MAPbI,MAPbI3,19.7,0.89,20.52,1.6
10.1021/acsami.8b02035,MAPbI,MAPbI3,19.7,1.05,20.1,1.6
10.1016/j.cej.2017.07.160,MAPbI,MAPbI3,19.7,1.01,19.9,1.6
10.1038/s41467-017-02039-5,MAPbI,MAPbI3,19.7,1.05,20.5,1.6
